developer_name, country, rate, date, hours_worked, software_stack,
Franz Blake Renner,Peru,USD 18,10-2023,150,DevOps,null
Velma Billie Toy,Peru,USD 31,10-2023,171,Data Engineer,null
Leif River Schuster,Georgia,USD 26,10-2023,154,Frontend,null
Bart Phoenix Wyman,Brazil,USD 26,10-2023,130,Frontend,null
Vita Rowan Corkery,Peru,USD 36,10-2023,98,Data Engineer,null
Teagan Kyle Gutkowski,Brazil,USD 33,10-2023,103,Data Engineer,null
Alexis Gray Reilly,Uruguay,USD 24,10-2023,159,Backend,null
Ima Austin Williamson,Turkey,USD 17,10-2023,135,DevOps,null
Carleton Kendall Gerlach,Sweden,USD 25,10-2023,116,Frontend,null
Katrina Elliott Jast,Colombia,USD 23,10-2023,147,Frontend,null
Cassidy Sasha Marquardt,Chile,USD 27,10-2023,129,Frontend,null
Martin Corey Heathcote,Peru,USD 19,10-2023,108,Backend,null
Don Angel Swaniawski,Ivory Coast,USD 34,10-2023,116,Data Engineer,null
Jayda Robin Ondricka,Brazil,USD 17,10-2023,174,DevOps,null
Alfred Emerson Hyatt,Georgia,USD 22,10-2023,138,Backend,null
Delia Addison Jaskolski-Nitzsche,Ivory Coast,USD 23,10-2023,116,Frontend,null
Pearl Quinn Macejkovic,Brazil,USD 26,10-2023,175,Frontend,null
Leatha Robin Schmitt-Hartmann,Ivory Coast,USD 19,10-2023,157,Backend,null
Malvina Arden Wilkinson,Peru,USD 31,10-2023,100,Data Engineer,null
Josianne Angel Haley,Uruguay,USD 21,10-2023,99,Frontend,null
Magdalen Cameron Littel,Colombia,USD 27,10-2023,120,Frontend,null
Amari Quinn Muller,Brazil,USD 26,10-2023,108,Frontend,null
Clifton Leslie Runolfsson,Argentina,USD 31,10-2023,99,Data Engineer,null
Robin Brooklyn Friesen,Nigeria,USD 34,10-2023,157,Data Engineer,null
Geovany Bowie Bernhard,Portugal,USD 24,10-2023,163,Backend,null
Ophelia Jaden Sawayn,Armenia,USD 28,10-2023,123,Data Engineer,null
Amanda Gray Bergstrom-Beahan,Peru,USD 27,10-2023,135,Frontend,null
Katharina Charlie Blick,Turkey,USD 31,10-2023,158,Data Engineer,null
Erin Riley Abernathy,Sweden,USD 25,10-2023,141,Frontend,null
Keegan River Gerlach,Chile,USD 20,10-2023,141,Frontend,null
Raheem Nico Kovacek,Peru,USD 36,10-2023,152,Data Engineer,null
Caden Cameron Larson,Brazil,USD 21,10-2023,165,Frontend,null
Shirley Emerson Kuphal,Turkey,USD 22,10-2023,108,Backend,null
Roslyn North Parker,Brazil,USD 17,10-2023,158,DevOps,null
Hobart Hayden Jacobi,Uruguay,USD 25,10-2023,180,Frontend,null
Imogene Sage Maggio,Peru,USD 31,10-2023,102,Data Engineer,null
Nelle North Bogan,Uruguay,USD 30,10-2023,138,Data Engineer,null
Octavia Ryan Block,Uganda,USD 23,10-2023,152,Frontend,null
Amber Shiloh Ward,Brazil,USD 28,10-2023,118,Data Engineer,null
Loren Drew Boyle,Brazil,USD 27,10-2023,112,Frontend,null
Steve Austin Batz,Nigeria,USD 16,10-2023,144,DevOps,null
Dante Avery Becker,Brazil,USD 16,10-2023,102,DevOps,null
Levi Bailey Stark,Georgia,USD 25,10-2023,182,Frontend,null
Shawna Quinn Block,Ivory Coast,USD 31,10-2023,165,Data Engineer,null
Angelita Corey Luettgen,Uganda,USD 20,10-2023,184,Backend,null
Alba Reagan Goldner,Uruguay,USD 24,10-2023,172,Backend,null
Greg Marlowe Nikolaus,Uganda,USD 19,10-2023,124,Backend,null
Salvatore Sawyer Torphy,Turkey,USD 24,10-2023,170,Backend,null
Cristina Jaden Murray,Brazil,USD 33,10-2023,186,Data Engineer,null
Gia Quinn Schultz,Argentina,USD 33,10-2023,164,Data Engineer,null
Lucas Hayden Greenholt,Ivory Coast,USD 23,10-2023,157,Backend,null
Mckenzie Jordan Sauer,Uganda,USD 30,10-2023,121,Data Engineer,null
Sherman Quinn Moore,Sweden,USD 23,10-2023,124,Frontend,null
Mikel Phoenix Cummerata,Turkey,USD 34,10-2023,174,Data Engineer,null
Pauline Austin Barton,Brazil,USD 20,10-2023,140,DevOps,null
Alejandra Alex O'Kon-McCullough,Nigeria,USD 27,10-2023,100,Frontend,null
Lavon Blake Homenick,Peru,USD 30,10-2023,156,Data Engineer,null
Gianni Kyle Zemlak,Brazil,USD 26,10-2023,120,Frontend,null
Jaida Reese Keeling,Turkey,USD 27,10-2023,135,Data Engineer,null
Dandre Shiloh Kautzer,Brazil,USD 19,10-2023,172,DevOps,null
Stewart Phoenix Parker,Uruguay,USD 34,10-2023,120,Data Engineer,null
Cielo Billie Mraz,Brazil,USD 27,10-2023,183,Data Engineer,null
Katlynn Hayden Streich,Chile,USD 26,10-2023,154,Frontend,null
Willy Corey Bechtelar,Georgia,USD 30,10-2023,98,Data Engineer,null
Belle Greer Botsford,Turkey,USD 23,10-2023,166,Frontend,null
Joanie Charlie Beahan,Georgia,USD 34,10-2023,178,Data Engineer,null
Elmira Skyler Lang,Ivory Coast,USD 36,10-2023,165,Data Engineer,null
Amaya Angel Gislason,Uruguay,USD 19,10-2023,169,Backend,null
Talia Shawn Schuppe,Brazil,USD 30,10-2023,118,Data Engineer,null
Jerald Avery Wiegand,Turkey,USD 23,10-2023,130,Frontend,null
Walter Blake Gerhold,Armenia,USD 16,10-2023,140,DevOps,null
Chesley Shawn Runolfsson,Brazil,USD 33,10-2023,134,Data Engineer,null
Winona Kyle Mills,Georgia,USD 19,10-2023,152,Backend,null
Deshaun Quinn Kassulke,Brazil,USD 24,10-2023,168,Frontend,null
Jacquelyn Rory Carter,Ivory Coast,USD 17,10-2023,111,DevOps,null
Eldon Ryan Jacobs,Uruguay,USD 36,10-2023,109,Data Engineer,null
Taurean Avery Toy,Uganda,USD 21,10-2023,168,Backend,null
Heber Nico Rogahn,Uruguay,USD 23,10-2023,138,Frontend,null
Lorine Greer Ratke-Murazik,Brazil,USD 20,10-2023,98,DevOps,null
Cheyenne Noah Bashirian,Turkey,USD 18,10-2023,186,Backend,null
Earline Jaden Predovic,Zimbabwe,USD 27,10-2023,184,Frontend,null
Adelbert Hayden Walter,Senegal,USD 26,10-2023,189,Frontend,null
Carroll Rowan Stroman,Sweden,USD 28,10-2023,163,Data Engineer,null
Destiney Billie Hayes,Uruguay,USD 34,10-2023,186,Data Engineer,null
Rossie Kyle Kuhlman,Turkey,USD 18,10-2023,111,Backend,null
Veronica Taylor Von,Nigeria,USD 17,10-2023,129,DevOps,null
Hal London Bartell,Brazil,USD 20,10-2023,146,Frontend,null
Cornell Micah Lindgren,Sweden,USD 20,10-2023,153,Backend,null
Jarret Reagan Greenfelder,Brazil,USD 24,10-2023,177,Frontend,null
Raul North Schamberger,Chile,USD 21,10-2023,164,Frontend,null
Mertie North Dibbert,Peru,USD 22,10-2023,160,Backend,null
Lurline Avery Turner,Brazil,USD 30,10-2023,176,Data Engineer,null
Mckayla Gray Jacobs-Kulas,Georgia,USD 24,10-2023,174,Frontend,null
Orin Kyle McLaughlin,Brazil,USD 21,10-2023,181,Backend,null
Elroy Shiloh Koss,Turkey,USD 20,10-2023,128,Frontend,null
Lilly Emerson Huels,Turkey,USD 24,10-2023,138,Backend,null
Candida Micah Stamm,Turkey,USD 25,10-2023,146,Frontend,null
Jerrold Jaden Treutel,Turkey,USD 26,10-2023,97,Frontend,null
Fausto Skyler Becker-Bode,Sweden,USD 25,10-2023,112,Frontend,null
Keyon Arden Oberbrunner,Brazil,USD 36,10-2023,186,Data Engineer,null
Vinnie Cameron Barrows,Uruguay,USD 23,10-2023,162,Frontend,null
Pasquale Shawn Daugherty,Uruguay,USD 22,10-2023,181,Backend,null
Reba Charlie Leannon,Georgia,USD 27,10-2023,139,Data Engineer,null
Aliza Micah Kiehn,Brazil,USD 21,10-2023,136,Backend,null
Rory Gray Mosciski,Chile,USD 28,10-2023,169,Data Engineer,null
Nia Avery MacGyver-Konopelski,Uruguay,USD 27,10-2023,138,Frontend,null
Dusty August Jakubowski,Brazil,USD 24,10-2023,180,Frontend,null
Kenyatta Arden Block,Argentina,USD 15,10-2023,116,DevOps,null
Kristofer Blake Lesch,Turkey,USD 20,10-2023,126,Frontend,null
Fletcher Bailey Lesch,Brazil,USD 17,10-2023,118,DevOps,null
Everette Anderson Pouros,Peru,USD 23,10-2023,139,Backend,null
Michele Dakota Keebler,Brazil,USD 26,10-2023,166,Frontend,null
Stone Shiloh Frami,Brazil,USD 18,10-2023,146,DevOps,null
Stone Ellis Glover,Uruguay,USD 27,10-2023,132,Frontend,null
Davon Reese Thiel,Uruguay,USD 30,10-2023,102,Data Engineer,null
Kale Addison Miller,Senegal,USD 26,10-2023,144,Frontend,null
Easter Cameron Ruecker,Chile,USD 25,10-2023,133,Frontend,null
Garnet Drew Altenwerth,Brazil,USD 33,10-2023,168,Data Engineer,null
Ethelyn Riley Kuhic,Nigeria,USD 30,10-2023,160,Data Engineer,null
Scottie Skyler Hilpert,Sweden,USD 30,10-2023,128,Data Engineer,null
Daron Brooklyn Gleason,Uganda,USD 19,10-2023,132,DevOps,null
Elbert Noah Kihn,Kenya,USD 30,10-2023,124,Data Engineer,null
Claud Corey Batz,Brazil,USD 24,10-2023,163,Frontend,null
Angel Jordan Collins,Uruguay,USD 26,10-2023,174,Frontend,null
Judd London Schroeder,Turkey,USD 24,10-2023,150,Backend,null
Mellie Parker Collins,Ivory Coast,USD 21,10-2023,164,Backend,null
Georgianna Sawyer Hoeger,Uruguay,USD 21,10-2023,117,Frontend,null
Sharon North Will,Chile,USD 19,10-2023,144,Backend,null
Nathan Jamie Gulgowski,Brazil,USD 27,10-2023,188,Frontend,null
Yoshiko Harper Gleason,Brazil,USD 21,10-2023,178,Backend,null
Juvenal Avery Bailey,Peru,USD 22,10-2023,182,Backend,null
Ford Ellis Runolfsdottir,Brazil,USD 21,10-2023,138,Frontend,null
Idell Kennedy Reinger,Georgia,USD 18,10-2023,112,Backend,null
Gina Sage Larson,Uruguay,USD 19,10-2023,181,DevOps,null
Kitty London O'Connell,Brazil,USD 24,10-2023,138,Backend,null
Samara River Boyer,Brazil,USD 36,10-2023,157,Data Engineer,null
Marlene Ellis Klocko,Turkey,USD 18,10-2023,117,Backend,null
Stuart Ellis Stamm,Brazil,USD 22,10-2023,189,Backend,null
Hollis Quinn Cartwright,Sweden,USD 26,10-2023,126,Frontend,null
Osbaldo Marlowe Runte,Brazil,USD 25,10-2023,121,Frontend,null
Augustus Kennedy Treutel,Turkey,USD 24,10-2023,128,Frontend,null
Henri North Volkman,Ivory Coast,USD 19,10-2023,177,Backend,null
Jamal Reign Medhurst,Uganda,USD 26,10-2023,169,Frontend,null
Hollis Kai Kub,Turkey,USD 23,10-2023,141,Frontend,null
Sadie James Volkman-Bechtelar,Brazil,USD 26,10-2023,144,Frontend,null
Jenifer Rowan Mertz,Uganda,USD 18,10-2023,121,Backend,null
Annabell Sawyer Schowalter,Brazil,USD 26,10-2023,135,Frontend,null
Spencer Marlowe Romaguera,Turkey,USD 18,10-2023,105,Backend,null
Johann Bailey Medhurst,Brazil,USD 18,10-2023,153,DevOps,null
Letitia Austin Toy,Chile,USD 15,10-2023,160,DevOps,null
Haven Blake Crist,Nigeria,USD 21,10-2023,174,Frontend,null
Deanna Ryan Lockman,Peru,USD 28,10-2023,171,Data Engineer,null
Evert Hayden Ward-Steuber,Peru,USD 27,10-2023,170,Frontend,null
Hortense Austin Bruen,Uruguay,USD 23,10-2023,130,Backend,null
Cleo Jules Oberbrunner-Miller,Peru,USD 20,10-2023,128,Backend,null
Yasmine Elliott Cole,Nigeria,USD 25,10-2023,175,Frontend,null
Otho Harper Stamm,Sweden,USD 24,10-2023,118,Backend,null
Marcella Reagan Bechtelar,Brazil,USD 26,10-2023,160,Frontend,null
Chanelle Kendall Harris,Nigeria,USD 20,10-2023,122,Backend,null
Enoch Rory Larson,Peru,USD 24,10-2023,104,Frontend,null
Fausto Marlowe Streich,Brazil,USD 22,10-2023,123,Backend,null
Else Quinn Breitenberg,Peru,USD 27,10-2023,109,Data Engineer,null
Collin Gray Breitenberg,Peru,USD 33,10-2023,187,Data Engineer,null
Ellsworth Taylor O'Hara,Peru,USD 21,10-2023,154,Frontend,null
Ole Nico Parker,Uruguay,USD 20,10-2023,153,Frontend,null
Greta Charlie Hilpert,Uruguay,USD 20,10-2023,109,Frontend,null
Palma Arden Emmerich,Uruguay,USD 20,10-2023,192,Backend,null
Victor Reese Gulgowski,Uruguay,USD 24,10-2023,151,Frontend,null
Liliane Kendall Schulist,Armenia,USD 23,10-2023,164,Frontend,null
Karson London Quigley,Brazil,USD 18,10-2023,176,DevOps,null
Mittie Shawn Daniel,Uganda,USD 27,10-2023,164,Frontend,null
Arden Bailey Gerhold,Peru,USD 20,10-2023,176,Backend,null
Myrtis Harper Kuhlman-Pouros,Georgia,USD 33,10-2023,172,Data Engineer,null
Henriette August Kassulke,Georgia,USD 25,10-2023,100,Frontend,null
Roman Gray Hoppe,Uruguay,USD 21,10-2023,146,Backend,null
Luz Micah Krajcik,Senegal,USD 15,10-2023,153,DevOps,null
Jazmin London Herzog,Brazil,USD 30,10-2023,138,Data Engineer,null
Brycen Sage Ullrich-Friesen,Turkey,USD 20,10-2023,121,DevOps,null
Luigi Drew Stroman,Brazil,USD 23,10-2023,182,Frontend,null
Zena Arden Fritsch,Sweden,USD 27,10-2023,171,Data Engineer,null
Roel Jamie Schiller,Argentina,USD 27,10-2023,176,Data Engineer,null
Brycen Ellis Hodkiewicz,Colombia,USD 33,10-2023,141,Data Engineer,null
Estel Blake Ferry,Turkey,USD 33,10-2023,184,Data Engineer,null
Soledad Kyle Yost,Uruguay,USD 22,10-2023,135,Backend,null
Terry Emerson Waters,Sweden,USD 30,10-2023,164,Data Engineer,null
Madilyn Robin Schmeler,Uganda,USD 36,10-2023,181,Data Engineer,null
Enid Micah Marvin,Uruguay,USD 17,10-2023,136,DevOps,null
Elza Avery Bechtelar-Huel,Brazil,USD 18,10-2023,150,Backend,null
Elmira Dakota Toy,Brazil,USD 33,10-2023,166,Data Engineer,null
Wilma Anderson Bins,Portugal,USD 19,10-2023,153,Backend,null
Malachi Sasha Denesik,Argentina,USD 33,10-2023,136,Data Engineer,null
Vanessa Micah Yundt,Uruguay,USD 31,10-2023,128,Data Engineer,null
Marilyne Greer Wehner,Uruguay,USD 27,10-2023,112,Frontend,null
Isaac Avery Hilpert,Uruguay,USD 18,10-2023,147,Backend,null
Damian Jaden Langosh,Colombia,USD 24,10-2023,130,Frontend,null
Daisha Emerson Murray,Turkey,USD 28,10-2023,158,Data Engineer,null
Jasen Angel Greenfelder,Brazil,USD 18,10-2023,158,DevOps,null
Isom Angel Schaefer,Sweden,USD 16,10-2023,108,DevOps,null
Dessie Shiloh Batz,Sweden,USD 36,10-2023,181,Data Engineer,null
Shane Shawn Kuhic,Turkey,USD 20,10-2023,160,Frontend,null
Serenity Taylor Kessler,Armenia,USD 23,10-2023,170,Frontend,null
Dan Addison Hammes,Turkey,USD 36,10-2023,152,Data Engineer,null
Amya Noah Howell,Brazil,USD 27,10-2023,104,Data Engineer,null
Murphy Sage Von,Zimbabwe,USD 27,10-2023,140,Frontend,null
Rollin Logan Spinka,Ivory Coast,USD 24,10-2023,108,Backend,null
Jermaine Finley Corkery,Brazil,USD 27,10-2023,157,Data Engineer,null
Teresa Charlie Grady,Georgia,USD 16,10-2023,186,DevOps,null
Aracely North Schuster,Brazil,USD 27,10-2023,164,Data Engineer,null
Vince London Homenick,Ivory Coast,USD 31,10-2023,178,Data Engineer,null
Isaac Emerson Beer,Colombia,USD 28,10-2023,132,Data Engineer,null
Carmen North Brown,Sweden,USD 17,10-2023,96,DevOps,null
Bryce Bailey Weber,Colombia,USD 21,10-2023,156,Frontend,null
Sidney Sasha Beatty,Armenia,USD 28,10-2023,121,Data Engineer,null
Greg Hayden Balistreri-Waters,Georgia,USD 26,10-2023,103,Frontend,null
Estefania Hayden O'Hara,Nigeria,USD 36,10-2023,98,Data Engineer,null
Carmine Phoenix Nienow,Turkey,USD 33,10-2023,176,Data Engineer,null
London Jules Jakubowski,Turkey,USD 20,10-2023,170,Frontend,null
Stephen Shawn Franecki,Georgia,USD 25,10-2023,153,Frontend,null
Summer Sage Vandervort-Wunsch,Kenya,USD 33,10-2023,102,Data Engineer,null
Violet Alex Carter,Peru,USD 28,10-2023,178,Data Engineer,null
Sandrine Dakota Sauer,Turkey,USD 20,10-2023,130,Backend,null
Mia Marlowe Koepp,Uruguay,USD 30,10-2023,126,Data Engineer,null
Howell Dakota Marvin,Uruguay,USD 18,10-2023,141,Backend,null
Monica Harper D'Amore,Uruguay,USD 20,10-2023,159,Frontend,null
Kaitlyn Drew Ruecker,Nigeria,USD 21,11-2023,146,Frontend,null
Mikayla Charlie Shanahan,Nigeria,USD 27,11-2023,195,Data Engineer,null
Krystel Sage Kessler,Turkey,USD 17,11-2023,137,DevOps,null
Harmon Ryan Sanford,Argentina,USD 22,11-2023,107,Backend,null
Tracy Blake Paucek,Brazil,USD 23,11-2023,185,Frontend,null
Monty Alex Nikolaus,Armenia,USD 20,11-2023,173,Frontend,null
Jodie Dakota Huel,Uganda,USD 28,11-2023,108,Data Engineer,null
Chet Reagan Cummerata,Colombia,USD 20,11-2023,139,Backend,null
Tracey Reign Hartmann,Brazil,USD 17,11-2023,168,DevOps,null
Kiley Finley Buckridge,Brazil,USD 20,11-2023,123,Frontend,null
Eunice Charlie White,Turkey,USD 24,11-2023,173,Frontend,null
Jerrold Elliott Cruickshank,Georgia,USD 26,11-2023,163,Frontend,null
Arvilla Bowie Brakus-Lebsack,Chile,USD 25,11-2023,175,Frontend,null
Cletus Anderson Hane,Chile,USD 15,11-2023,159,DevOps,null
Ethyl Billie Kiehn,Brazil,USD 19,11-2023,141,Backend,null
Braeden Parker Kuhn,Brazil,USD 23,11-2023,119,Backend,null
Olga Rowan Trantow,Brazil,USD 20,11-2023,122,DevOps,null
Daphne Gray Bogan,Georgia,USD 27,11-2023,117,Frontend,null
Addie Jamie Gleason,Sweden,USD 30,11-2023,107,Data Engineer,null
Pearline Brooklyn Purdy,Nigeria,USD 25,11-2023,163,Frontend,null
Beverly Skyler Carroll,Uganda,USD 28,11-2023,134,Data Engineer,null
Imogene Addison Bogan,Ivory Coast,USD 19,11-2023,143,Backend,null
Al North Hirthe-Casper,Uruguay,USD 21,11-2023,115,Frontend,null
Orlo Marlowe O'Kon,Sweden,USD 27,11-2023,189,Data Engineer,null
Paris Sawyer Spinka,Uruguay,USD 23,11-2023,125,Frontend,null
Adan Kennedy Prohaska,Sweden,USD 24,11-2023,102,Frontend,null
Otho James Schmidt,Zimbabwe,USD 18,11-2023,148,Backend,null
Kasey Billie Johnson-Sanford,Georgia,USD 27,11-2023,191,Data Engineer,null
Serenity Shawn Mohr,Colombia,USD 24,11-2023,136,Backend,null
Lucinda Jaden Bauch,Sweden,USD 27,11-2023,168,Data Engineer,null
Krystel Rory Stanton,Brazil,USD 27,11-2023,153,Frontend,null
Donato Shawn Raynor,Peru,USD 24,11-2023,126,Frontend,null
Enrico Elliott Reilly,Georgia,USD 21,11-2023,132,Frontend,null
Kailee Taylor Rowe,Turkey,USD 24,11-2023,174,Backend,null
Jamar Jaden Hansen,Brazil,USD 21,11-2023,186,Frontend,null
Elinor Sasha Pouros,Turkey,USD 28,11-2023,146,Data Engineer,null
Berenice Reign Miller,Uruguay,USD 21,11-2023,163,Frontend,null
Deja Avery Strosin,Argentina,USD 21,11-2023,192,Frontend,null
Retta Greer Hintz,Senegal,USD 21,11-2023,158,Frontend,null
Randall Bailey Franecki,Turkey,USD 16,11-2023,169,DevOps,null
Rodolfo Reese Kerluke,Turkey,USD 21,11-2023,173,Frontend,null
Tressa Rowan Cormier,Uruguay,USD 33,11-2023,163,Data Engineer,null
Newell Kyle Miller,Brazil,USD 17,11-2023,181,DevOps,null
Adolphus Bailey Schmitt,Brazil,USD 30,11-2023,124,Data Engineer,null
Justice Kai Reichert,Uganda,USD 20,11-2023,98,Frontend,null
Brenda Quinn Schamberger,Turkey,USD 27,11-2023,150,Frontend,null
Ludwig Addison Metz,Zimbabwe,USD 17,11-2023,139,DevOps,null
Ciara Sage Nitzsche,Georgia,USD 19,11-2023,112,Backend,null
Ernesto Emerson Rolfson,Peru,USD 24,11-2023,106,Frontend,null
Wade Rowan Kuhn,Turkey,USD 34,11-2023,128,Data Engineer,null
Billie Jaden Fisher,Uruguay,USD 26,11-2023,117,Frontend,null
Dorcas Harper Senger,Colombia,USD 17,11-2023,152,DevOps,null
Deja North Hamill,Chile,USD 18,11-2023,173,DevOps,null
Roberto Reagan Hoppe,Zimbabwe,USD 30,11-2023,167,Data Engineer,null
Keon Anderson Mann,Chile,USD 28,11-2023,143,Data Engineer,null
Roslyn Leslie Mante,Turkey,USD 28,11-2023,103,Data Engineer,null
Stuart August Bayer,Uganda,USD 18,11-2023,165,Backend,null
Trevor Phoenix Cassin,Brazil,USD 30,11-2023,118,Data Engineer,null
Alanna Alex Wiza,Brazil,USD 28,11-2023,162,Data Engineer,null
Celia Bowie Hackett,Uganda,USD 21,11-2023,154,Backend,null
Dolores Robin Luettgen,Zimbabwe,USD 23,11-2023,175,Backend,null
Katrine Jules Quitzon,Turkey,USD 26,11-2023,124,Frontend,null
Lucas Dakota Schoen-Koss,Ivory Coast,USD 21,11-2023,147,Frontend,null
Dameon Alex Boyer-Mohr,Sweden,USD 26,11-2023,186,Frontend,null
Fletcher Sage Heller,Armenia,USD 20,11-2023,173,Frontend,null
Crystal Ryan Kris,Armenia,USD 33,11-2023,109,Data Engineer,null
Rodrigo Bowie Hoeger,Brazil,USD 22,11-2023,139,Backend,null
Hal Cameron Schaefer,Uruguay,USD 36,11-2023,167,Data Engineer,null
Jessica Skyler Jones,Brazil,USD 20,11-2023,139,DevOps,null
Marilie Corey Lakin,Brazil,USD 27,11-2023,101,Data Engineer,null
Jarrell Kai Stroman,Brazil,USD 26,11-2023,129,Frontend,null
Rocio Emerson Parisian,Chile,USD 15,11-2023,135,DevOps,null
Imani Reese Tromp,Brazil,USD 27,11-2023,154,Frontend,null
Izaiah Charlie Mayert,Brazil,USD 21,11-2023,176,Frontend,null
Blanca Anderson Mann,Uganda,USD 24,11-2023,134,Backend,null
Timothy Greer Turcotte,Uruguay,USD 18,11-2023,173,DevOps,null
Electa James Littel,Uruguay,USD 34,11-2023,102,Data Engineer,null
Rae Avery Bergstrom,Sweden,USD 34,11-2023,108,Data Engineer,null
Beverly Anderson Johns-Cummings,Brazil,USD 24,11-2023,107,Frontend,null
Easter Phoenix Connelly,Argentina,USD 25,11-2023,193,Frontend,null
Salvatore Drew Corkery,Armenia,USD 18,11-2023,146,DevOps,null
Emilio Leslie Hagenes,Sweden,USD 26,11-2023,161,Frontend,null
Emie Dakota Bauch,Argentina,USD 36,11-2023,97,Data Engineer,null
Alejandrin Jaden Brekke,Turkey,USD 33,11-2023,104,Data Engineer,null
Nya Leslie Collier,Senegal,USD 20,11-2023,114,Backend,null
Kailey Billie Conroy,Nigeria,USD 20,11-2023,192,Backend,null
Monserrat Blake Corkery,Uganda,USD 21,11-2023,101,Backend,null
Skylar Skyler Parisian,Ivory Coast,USD 18,11-2023,103,DevOps,null
Tiffany Ellis Hahn,Turkey,USD 21,11-2023,167,Backend,null
Muhammad Bowie Waelchi,Turkey,USD 24,11-2023,139,Frontend,null
Deron Kennedy Hodkiewicz,Colombia,USD 15,11-2023,153,DevOps,null
Everett Parker Welch,Armenia,USD 27,11-2023,170,Data Engineer,null
Letha Logan Wintheiser,Peru,USD 28,11-2023,107,Data Engineer,null
Jordi Angel Dooley,Sweden,USD 24,11-2023,119,Backend,null
Theodora Anderson Lueilwitz,Chile,USD 21,11-2023,132,Frontend,null
Margarette Addison Ebert,Peru,USD 22,11-2023,172,Backend,null
Darwin Robin Steuber,Zimbabwe,USD 31,11-2023,101,Data Engineer,null
Javier Nico Thiel,Turkey,USD 25,11-2023,145,Frontend,null
Allan Dakota Wisoky,Brazil,USD 27,11-2023,192,Data Engineer,null
Cullen Harper Boyle,Georgia,USD 28,11-2023,191,Data Engineer,null
Laron London Stiedemann,Nigeria,USD 28,11-2023,112,Data Engineer,null
Hubert Sasha Jerde,Armenia,USD 30,11-2023,168,Data Engineer,null
Shayne Kai Braun-Kuhlman,Colombia,USD 28,11-2023,154,Data Engineer,null
Karen Sawyer Walsh,Chile,USD 28,11-2023,165,Data Engineer,null
Lavonne Micah Conn,Chile,USD 15,11-2023,101,DevOps,null
Vito Marlowe Greenfelder,Uruguay,USD 17,11-2023,141,DevOps,null
Fiona Brooklyn Sporer,Nigeria,USD 17,11-2023,154,DevOps,null
Stephon Bowie Heller,Kenya,USD 28,11-2023,129,Data Engineer,null
Johann Anderson Koelpin,Georgia,USD 22,11-2023,190,Backend,null
Chasity Skyler Volkman,Uganda,USD 16,11-2023,141,DevOps,null
Franz Reagan O'Kon,Nigeria,USD 26,11-2023,132,Frontend,null
Kelly Anderson Lueilwitz,Peru,USD 24,11-2023,175,Backend,null
Sonny Sasha Conn,Turkey,USD 28,11-2023,148,Data Engineer,null
Raoul Dakota Welch,Brazil,USD 33,11-2023,150,Data Engineer,null
Rodolfo Taylor Stanton,Argentina,USD 24,11-2023,132,Frontend,null
Twila London Shanahan,Kenya,USD 19,11-2023,112,Backend,null
Hazle Jules Donnelly,Peru,USD 34,11-2023,139,Data Engineer,null
Rasheed Rory Bayer,Uganda,USD 27,11-2023,181,Frontend,null
